"","survey_id","trap_type","BMU","Diet_percent_Herbivorous_Detritivorous","Diet_percent_Herbivorous_Macroalgal","Diet_percent_Omnivorous","Diet_percent_Planktivorous","Diet_percent_Carnivorous"
"1","2021-05-18 11:57:00 SS/MAY/SB/082/FF","Control","MAYUNGU",50,0,16.6666666666667,0,33.3333333333333
"2","2021-05-18 12:03:00 SS/MAY/SB/043/FF","Control","MAYUNGU",40,0,20,0,40
"3","2021-05-18 12:06:00 SS/MAY/SB/047/FF","Control","MAYUNGU",42.8571428571429,0,14.2857142857143,0,42.8571428571429
"4","2021-05-18 12:07:00 SS/MAY/SB/036/FF","Control","MAYUNGU",37.5,0,12.5,0,50
"5","2021-05-18 12:30:00 SS/MAY/SB/002/FF","Control","MAYUNGU",75,0,0,0,25
"6","2021-05-18 12:35:00 SS/MAY/SB/033/FF","Control","MAYUNGU",28.5714285714286,0,14.2857142857143,0,57.1428571428571
"7","2021-05-18 12:45:00 SS/MAY/SB/013/FF","Control","MAYUNGU",44.4444444444444,0,0,0,55.5555555555556
"8","2021-05-18 12:45:00 SS/MAY/SB/030/FF","Control","MAYUNGU",40,0,0,0,60
"9","2021-05-18 12:45:00 SS/MAY/SB/077/FF","Control","MAYUNGU",50,0,0,0,50
"10","2021-05-18 13:00:00 SS/UYO/SB/094/FF","Control","UYOMBO",62.5,0,12.5,0,25
"11","2021-05-18 13:00:00 SS/UYO/SB/095/FF","Control","UYOMBO",0,0,0,0,100
"12","2021-05-18 14:00:00 SS/UYO/SB/085/FF","Control","UYOMBO",36.3636363636364,0,45.4545454545455,0,18.1818181818182
"13","2021-05-18 14:00:00 SS/UYO/SB/090/FF","Control","UYOMBO",100,0,0,0,0
"14","2021-05-18 14:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",66.6666666666667,0,0,0,33.3333333333333
"15","2021-05-18 14:00:00 SS/UYO/SB/092/FF","Control","UYOMBO",100,0,0,0,0
"16","2021-05-18 14:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",60,0,0,0,40
"17","2021-05-18 15:00:00 SS/UYO/SB/088/FF","Control","UYOMBO",50,0,0,0,50
"18","2021-05-18 17:15:00 SS/MAY/SB/041/FF","Control","MAYUNGU",50,0,16.6666666666667,0,33.3333333333333
"19","2021-05-18 17:30:00 SS/MAY/SB/041/FF","Control","MAYUNGU",50,0,16.6666666666667,0,33.3333333333333
"20","2021-05-18 18:45:00 SS/MAY/SB/003/FF","Control","MAYUNGU",50,0,0,0,50
"21","2021-05-18 22:50:00 SS/MAY/SB/006/FF","Control","MAYUNGU",50,0,16.6666666666667,0,33.3333333333333
"22","2021-05-18 23:25:00 SS/MAY/SB/011/FF","Control","MAYUNGU",33.3333333333333,0,0,0,66.6666666666667
"23","2021-05-18 23:45:00 SS/MAY/SB/074/FF","Control","MAYUNGU",38.4615384615385,0,0,0,61.5384615384615
"24","2021-05-19 11:43:00 SS/MAY/SB/042/FF","Control","MAYUNGU",33.3333333333333,0,33.3333333333333,0,33.3333333333333
"25","2021-05-19 12:25:00 SS/MAY/SB/002/FF","Control","MAYUNGU",25,0,0,0,75
"26","2021-05-19 12:25:00 SS/MAY/SB/006/FF","Control","MAYUNGU",50,0,0,0,50
"27","2021-05-19 12:30:00 SS/MAY/SB/030/FF","Control","MAYUNGU",41.1764705882353,0,11.7647058823529,5.88235294117647,41.1764705882353
"28","2021-05-19 12:35:00 SS/MAY/SB/034/FF","Control","MAYUNGU",75,0,0,0,25
"29","2021-05-19 12:47:00 SS/MAY/SB/074/FF","Control","MAYUNGU",57.1428571428571,0,14.2857142857143,0,28.5714285714286
"30","2021-05-19 12:50:00 SS/MAY/SB/033/FF","Control","MAYUNGU",50,0,0,0,50
"31","2021-05-19 12:57:00 SS/MAY/SB/043/FF","Control","MAYUNGU",60,0,0,0,40
"32","2021-05-19 13:15:00 SS/MAY/SB/029/FF","Control","MAYUNGU",40,0,20,20,20
"33","2021-05-19 13:15:00 SS/MAY/SB/058/FF","Control","MAYUNGU",40,0,20,20,20
"34","2021-05-19 13:15:00 SS/MAY/SB/081/FF","Control","MAYUNGU",40,0,20,20,20
"35","2021-05-19 14:00:00 SS/UYO/SB/089/FF","Control","UYOMBO",42.8571428571429,0,42.8571428571429,0,14.2857142857143
"36","2021-05-19 14:00:00 SS/UYO/SB/095/FF","Control","UYOMBO",40,0,20,0,40
"37","2021-05-19 14:30:00 SS/UYO/SB/094/FF","Control","UYOMBO",62.5,0,12.5,0,25
"38","2021-05-19 15:00:00 SS/UYO/SB/090/FF","Control","UYOMBO",60,0,20,0,20
"39","2021-05-19 15:00:00 SS/UYO/SB/096/FF","Control","UYOMBO",60,0,20,0,20
"40","2021-05-19 15:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",60,0,20,0,20
"41","2021-05-19 15:15:00 SS/UYO/SB/091/FF","Control","UYOMBO",60,0,40,0,0
"42","2021-05-20 12:20:00 SS/MAY/SB/028/FF","Control","MAYUNGU",60,0,0,0,40
"43","2021-05-20 12:25:00 SS/MAY/SB/034/FF","Control","MAYUNGU",50,0,10,0,40
"44","2021-05-20 12:30:00 SS/MAY/SB/006/FF","Control","MAYUNGU",60,0,0,0,40
"45","2021-05-20 12:30:00 SS/MAY/SB/034/FF","Control","MAYUNGU",50,0,10,0,40
"46","2021-05-20 12:30:00 SS/MAY/SB/038/FF","Control","MAYUNGU",40,0,0,0,60
"47","2021-05-20 12:42:00 SS/MAY/SB/002/FF","Control","MAYUNGU",33.3333333333333,0,16.6666666666667,0,50
"48","2021-05-20 12:43:00 SS/MAY/SB/042/FF","Control","MAYUNGU",60,0,20,0,20
"49","2021-05-20 12:43:00 SS/MAY/SB/043/FF","Control","MAYUNGU",40,0,20,0,40
"50","2021-05-20 12:45:00 SS/MAY/SB/014/FF","Control","MAYUNGU",41.6666666666667,0,8.33333333333333,0,50
"51","2021-05-20 12:45:00 SS/MAY/SB/053/FF","Control","MAYUNGU",100,0,0,0,0
"52","2021-05-20 13:15:00 SS/MAY/SB/015/FF","Control","MAYUNGU",60,0,0,0,40
"53","2021-05-20 13:15:00 SS/MAY/SB/029/FF","Control","MAYUNGU",50,0,0,10,40
"54","2021-05-20 13:15:00 SS/MAY/SB/058/FF","Control","MAYUNGU",50,0,0,16.6666666666667,33.3333333333333
"55","2021-05-20 13:15:00 SS/MAY/SB/081/FF","Control","MAYUNGU",50,0,0,16.6666666666667,33.3333333333333
"56","2021-05-20 14:07:00 SS/MAY/SB/014/FF","Control","MAYUNGU",41.6666666666667,0,8.33333333333333,0,50
"57","2021-05-20 14:07:00 SS/MAY/SB/036/FF","Control","MAYUNGU",41.6666666666667,0,8.33333333333333,0,50
"58","2021-05-20 16:30:00 SS/UYO/SB/085/FF","Control","UYOMBO",37.5,0,50,0,12.5
"59","2021-05-20 16:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",100,0,0,0,0
"60","2021-05-20 16:33:00 SS/MAY/SB/074/FF","Control","MAYUNGU",66.6666666666667,0,11.1111111111111,11.1111111111111,11.1111111111111
"61","2021-05-20 16:45:00 SS/MAY/SB/030/FF","Control","MAYUNGU",60,0,0,0,40
"62","2021-05-20 23:15:00 SS/MAY/SB/028/FF","Control","MAYUNGU",60,0,0,0,40
"63","2021-05-20 23:25:00 SS/MAY/SB/077/FF","Control","MAYUNGU",40,0,0,0,60
"64","2021-05-21 08:00:00 SS/UYO/SB/090/FF","Control","UYOMBO",80,0,20,0,0
"65","2021-05-21 10:30:00 SS/UYO/SB/088/FF","Control","UYOMBO",25,0,25,0,50
"66","2021-05-21 10:30:00 SS/UYO/SB/095/FF","Control","UYOMBO",50,0,20,0,30
"67","2021-05-21 10:30:00 SS/UYO/SB/100/FF","Control","UYOMBO",57.1428571428571,0,14.2857142857143,0,28.5714285714286
"68","2021-05-22 08:30:00 SS/UYO/SB/095/FF","Control","UYOMBO",33.3333333333333,0,16.6666666666667,0,50
"69","2021-05-22 09:00:00 SS/UYO/SB/089/FF","Control","UYOMBO",50,0,30,0,20
"70","2021-05-22 09:00:00 SS/UYO/SB/090/FF","Control","UYOMBO",100,0,0,0,0
"71","2021-05-22 09:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",75,0,25,0,0
"72","2021-05-22 09:00:00 SS/UYO/SB/092/FF","Control","UYOMBO",60,0,0,0,40
"73","2021-05-22 09:00:00 SS/UYO/SB/094/FF","Control","UYOMBO",66.6666666666667,0,0,0,33.3333333333333
"74","2021-05-22 11:00:00 SS/MAY/SB/034/FF","Control","MAYUNGU",75,0,0,0,25
"75","2021-05-22 11:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",50,0,0,0,50
"76","2021-05-22 11:25:00 SS/MAY/SB/082/FF","Control","MAYUNGU",75,0,0,0,25
"77","2021-05-22 12:45:00 SS/MAY/SB/013/FF","Control","MAYUNGU",60,0,20,0,20
"78","2021-05-22 12:45:00 SS/MAY/SB/077/FF","Control","MAYUNGU",80,0,20,0,0
"79","2021-05-23 01:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",40,0,20,0,40
"80","2021-05-23 07:30:00 SS/UYO/SB/095/FF","Control","UYOMBO",50,0,25,0,25
"81","2021-05-23 09:00:00 SS/UYO/SB/096/FF","Control","UYOMBO",50,0,12.5,0,37.5
"82","2021-05-23 10:15:00 SS/UYO/SB/092/FF","Control","UYOMBO",100,0,0,0,0
"83","2021-05-23 12:15:00 SS/MAY/SB/001/FF","Control","MAYUNGU",75,0,0,0,25
"84","2021-05-23 12:15:00 SS/MAY/SB/002/FF","Control","MAYUNGU",75,0,0,0,25
"85","2021-05-23 12:15:00 SS/MAY/SB/015/FF","Control","MAYUNGU",75,0,0,0,25
"86","2021-05-23 12:15:00 SS/MAY/SB/034/FF","Control","MAYUNGU",66.6666666666667,0,0,0,33.3333333333333
"87","2021-05-23 12:15:00 SS/MAY/SB/045/FF","Control","MAYUNGU",100,0,0,0,0
"88","2021-05-23 12:25:00 SS/MAY/SB/082/FF","Control","MAYUNGU",60,0,20,0,20
"89","2021-05-23 12:25:00 SS/MAY/SB/083/FF","Control","MAYUNGU",60,0,20,0,20
"90","2021-05-23 12:35:00 SS/MAY/SB/033/FF","Control","MAYUNGU",75,0,0,0,25
"91","2021-05-23 13:30:00 SS/MAY/SB/074/FF","Control","MAYUNGU",100,0,0,0,0
"92","2021-05-24 08:00:00 SS/UYO/SB/095/FF","Control","UYOMBO",60,0,0,0,40
"93","2021-05-24 09:30:00 SS/UYO/SB/085/FF","Control","UYOMBO",45.4545454545455,0,18.1818181818182,0,36.3636363636364
"94","2021-05-24 09:30:00 SS/UYO/SB/089/FF","Control","UYOMBO",50,0,20,0,30
"95","2021-05-24 09:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",80,0,20,0,0
"96","2021-05-24 09:30:00 SS/UYO/SB/100/FF","Control","UYOMBO",66.6666666666667,0,0,0,33.3333333333333
"97","2021-05-24 10:00:00 SS/UYO/SB/099/FF","Control","UYOMBO",57.1428571428571,0,14.2857142857143,0,28.5714285714286
"98","2021-05-24 11:45:00 SS/MAY/SB/074/FF","Control","MAYUNGU",33.3333333333333,0,16.6666666666667,0,50
"99","2021-05-24 12:15:00 SS/MAY/SB/002/FF","Control","MAYUNGU",100,0,0,0,0
"100","2021-05-24 12:15:00 SS/MAY/SB/015/FF","Control","MAYUNGU",100,0,0,0,0
"101","2021-05-24 12:50:00 SS/MAY/SB/013/FF","Control","MAYUNGU",75,0,0,0,25
"102","2021-05-24 12:50:00 SS/MAY/SB/077/FF","Control","MAYUNGU",100,0,0,0,0
"103","2021-05-25 08:30:00 SS/UYO/SB/095/FF","Control","UYOMBO",66.6666666666667,0,16.6666666666667,0,16.6666666666667
"104","2021-05-25 09:00:00 SS/UYO/SB/088/FF","Control","UYOMBO",50,0,0,0,50
"105","2021-05-25 10:00:00 SS/UYO/SB/086/FF","Control","UYOMBO",11.1111111111111,0,55.5555555555556,0,33.3333333333333
"106","2021-05-25 10:00:00 SS/UYO/SB/094/FF","Control","UYOMBO",25,0,37.5,0,37.5
"107","2021-05-25 10:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",40,0,40,0,20
"108","2021-05-25 11:00:00 SS/UYO/SB/089/FF","Control","UYOMBO",62.5,0,0,0,37.5
"109","2021-05-25 11:00:00 SS/UYO/SB/090/FF","Control","UYOMBO",66.6666666666667,0,16.6666666666667,0,16.6666666666667
"110","2021-05-25 11:00:00 SS/UYO/SB/092/FF","Control","UYOMBO",50,0,0,0,50
"111","2021-05-25 11:00:00 SS/UYO/SB/099/FF","Control","UYOMBO",66.6666666666667,0,16.6666666666667,0,16.6666666666667
"112","2021-05-25 11:25:00 SS/MAY/SB/074/FF","Control","MAYUNGU",25,0,0,0,75
"113","2021-05-25 12:25:00 SS/MAY/SB/003/FF","Control","MAYUNGU",60,0,0,0,40
"114","2021-05-25 13:45:00 SS/MAY/SB/034/FF","Control","MAYUNGU",50,0,25,0,25
"115","2021-05-25 14:48:00 SS/MAY/SB/001/FF","Control","MAYUNGU",40,0,0,0,60
"116","2021-05-25 14:48:00 SS/MAY/SB/014/FF","Control","MAYUNGU",50,0,0,0,50
"117","2021-05-25 14:48:00 SS/MAY/SB/015/FF","Control","MAYUNGU",33.3333333333333,0,0,0,66.6666666666667
"118","2021-05-26 10:30:00 SS/UYO/SB/086/FF","Control","UYOMBO",50,0,16.6666666666667,0,33.3333333333333
"119","2021-05-26 10:30:00 SS/UYO/SB/088/FF","Control","UYOMBO",75,0,0,0,25
"120","2021-05-26 10:30:00 SS/UYO/SB/100/FF","Control","UYOMBO",75,0,25,0,0
"121","2021-05-26 11:00:00 SS/UYO/SB/085/FF","Control","UYOMBO",72.2222222222222,0,5.55555555555556,5.55555555555556,16.6666666666667
"122","2021-05-26 11:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",55.5555555555556,0,33.3333333333333,0,11.1111111111111
"123","2021-05-26 11:00:00 SS/UYO/SB/097/FF","Control","UYOMBO",80,0,0,0,20
"124","2021-05-26 11:57:00 SS/MAY/SB/074/FF","Control","MAYUNGU",50,0,0,0,50
"125","2021-05-26 12:26:00 SS/MAY/SB/077/FF","Control","MAYUNGU",66.6666666666667,0,0,0,33.3333333333333
"126","2021-05-26 12:36:00 SS/MAY/SB/013/FF","Control","MAYUNGU",50,0,0,0,50
"127","2021-05-26 12:36:00 SS/MAY/SB/014/FF","Control","MAYUNGU",25,0,25,0,50
"128","2021-05-26 13:15:00 SS/MAY/SB/006/FF","Control","MAYUNGU",50,0,25,0,25
"129","2021-05-27 08:30:00 SS/UYO/SB/095/FF","Control","UYOMBO",33.3333333333333,0,16.6666666666667,0,50
"130","2021-05-27 09:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",87.5,12.5,0,0,0
"131","2021-05-27 11:00:00 SS/UYO/SB/086/FF","Control","UYOMBO",50,0,0,0,50
"132","2021-05-27 11:00:00 SS/UYO/SB/088/FF","Control","UYOMBO",60,0,0,0,40
"133","2021-05-27 11:30:00 SS/UYO/SB/085/FF","Control","UYOMBO",72.2222222222222,0,5.55555555555556,5.55555555555556,16.6666666666667
"134","2021-05-27 11:30:00 SS/UYO/SB/090/FF","Control","UYOMBO",66.6666666666667,0,16.6666666666667,0,16.6666666666667
"135","2021-05-27 11:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",71.4285714285714,0,28.5714285714286,0,0
"136","2021-05-28 12:00:00 SS/UYO/SB/089/FF","Control","UYOMBO",70,0,10,0,20
"137","2021-05-28 12:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",62.5,0,25,0,12.5
"138","2021-05-28 12:00:00 SS/UYO/SB/092/FF","Control","UYOMBO",100,0,0,0,0
"139","2021-05-28 12:00:00 SS/UYO/SB/099/FF","Control","UYOMBO",57.1428571428571,0,28.5714285714286,0,14.2857142857143
"140","2021-05-28 SS/UYO/SB/096/FF","Control","UYOMBO",50,0,10,0,40
"141","2021-05-28 SS/UYO/SB/100/FF","Control","UYOMBO",61.5384615384615,0,15.3846153846154,7.69230769230769,15.3846153846154
"142","2021-05-29 09:00:00 SS/UYO/SB/088/FF","Control","UYOMBO",0,0,50,0,50
"143","2021-05-29 12:30:00 SS/UYO/SB/086/FF","Control","UYOMBO",70,0,20,0,10
"144","2021-05-29 12:30:00 SS/UYO/SB/090/FF","Control","UYOMBO",80,0,20,0,0
"145","2021-05-29 12:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",100,0,0,0,0
"146","2021-05-29 12:30:00 SS/UYO/SB/092/FF","Control","UYOMBO",100,0,0,0,0
"147","2021-05-29 12:30:00 SS/UYO/SB/100/FF","Control","UYOMBO",66.6666666666667,0,22.2222222222222,0,11.1111111111111
"148","2021-05-30 10:30:00 SS/UYO/SB/095/FF","Control","UYOMBO",57.1428571428571,0,0,0,42.8571428571429
"149","2021-05-30 12:00:00 SS/UYO/SB/094/FF","Control","UYOMBO",33.3333333333333,0,33.3333333333333,0,33.3333333333333
"150","2021-05-30 13:30:00 SS/UYO/SB/092/FF","Control","UYOMBO",100,0,0,0,0
"151","2021-05-30 13:30:00 SS/UYO/SB/096/FF","Control","UYOMBO",50,0,25,0,25
"152","2021-05-30 13:30:00 SS/UYO/SB/100/FF","Control","UYOMBO",50,0,37.5,0,12.5
"153","2021-05-31 08:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",50,0,33.3333333333333,0,16.6666666666667
"154","2021-05-31 14:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",37.5,0,25,0,37.5
"155","2021-05-31 14:00:00 SS/UYO/SB/099/FF","Control","UYOMBO",50,0,25,0,25
"156","2021-06-01 09:00:00 SS/UYO/SB/088/FF","Control","UYOMBO",0,0,0,0,100
"157","2021-06-01 09:00:00 SS/UYO/SB/095/FF","Control","UYOMBO",66.6666666666667,0,0,0,33.3333333333333
"158","2021-06-01 14:30:00 SS/UYO/SB/089/FF","Control","UYOMBO",55.5555555555556,0,22.2222222222222,0,22.2222222222222
"159","2021-06-01 14:30:00 SS/UYO/SB/090/FF","Control","UYOMBO",100,0,0,0,0
"160","2021-06-01 14:30:00 SS/UYO/SB/095/FF","Control","UYOMBO",66.6666666666667,0,0,0,33.3333333333333
"161","2021-06-01 14:30:00 SS/UYO/SB/096/FF","Control","UYOMBO",50,0,33.3333333333333,0,16.6666666666667
"162","2021-06-01 15:00:00 SS/UYO/SB/092/FF","Control","UYOMBO",100,0,0,0,0
"163","2021-06-01 15:00:00 SS/UYO/SB/094/FF","Control","UYOMBO",50,0,0,0,50
"164","2021-06-02 09:30:00 SS/UYO/SB/088/FF","Control","UYOMBO",25,0,0,0,75
"165","2021-06-02 15:30:00 SS/UYO/SB/092/FF","Control","UYOMBO",66.6666666666667,0,33.3333333333333,0,0
"166","2021-06-02 16:00:00 SS/UYO/SB/085/FF","Control","UYOMBO",42.8571428571429,0,42.8571428571429,0,14.2857142857143
"167","2021-06-02 16:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",100,0,0,0,0
"168","2021-06-02 16:00:00 SS/UYO/SB/099/FF","Control","UYOMBO",85.7142857142857,0,0,0,14.2857142857143
"169","2021-06-04 08:00:00 SS/UYO/SB/094/FF","Control","UYOMBO",33.3333333333333,0,33.3333333333333,0,33.3333333333333
"170","2021-06-04 08:30:00 SS/UYO/SB/088/FF","Control","UYOMBO",55.5555555555556,0,22.2222222222222,0,22.2222222222222
"171","2021-06-05 08:00:00 SS/UYO/SB/088/FF","Control","UYOMBO",33.3333333333333,0,0,0,66.6666666666667
"172","2021-06-05 08:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",28.5714285714286,0,57.1428571428571,0,14.2857142857143
"173","2021-06-05 08:00:00 SS/UYO/SB/092/FF","Control","UYOMBO",100,0,0,0,0
"174","2021-06-06 07:30:00 SS/UYO/SB/100/FF","Control","UYOMBO",61.5384615384615,0,15.3846153846154,0,23.0769230769231
"175","2021-06-06 08:00:00 SS/UYO/SB/094/FF","Control","UYOMBO",42.8571428571429,0,28.5714285714286,0,28.5714285714286
"176","2021-06-06 08:00:00 SS/UYO/SB/096/FF","Control","UYOMBO",71.4285714285714,0,14.2857142857143,0,14.2857142857143
"177","2021-07-04 12:40:00 SS/MAY/SB/074/FF","Control","MAYUNGU",75,0,25,0,0
"178","2021-07-04 13:23:00 SS/MAY/SB/028/FF","Control","MAYUNGU",40,0,20,0,40
"179","2021-07-05 13:07:00 SS/MAY/SB/028/FF","Control","MAYUNGU",50,0,0,0,50
"180","2021-07-05 13:08:00 SS/MAY/SB/074/FF","Control","MAYUNGU",60,0,20,0,20
"181","2021-07-06 12:35:00 SS/MAY/SB/074/FF","Control","MAYUNGU",75,0,0,0,25
"182","2021-07-06 13:17:00 SS/MAY/SB/028/FF","Control","MAYUNGU",66.6666666666667,0,33.3333333333333,0,0
"183","2021-07-07 13:18:00 SS/MAY/SB/052/FF","Control","MAYUNGU",66.6666666666667,0,33.3333333333333,0,0
"184","2021-07-07 13:35:00 SS/MAY/SB/002/FF","Control","MAYUNGU",75,0,0,0,25
"185","2021-07-07 13:35:00 SS/MAY/SB/015/FF","Control","MAYUNGU",75,0,0,0,25
"186","2021-07-09 12:20:00 SS/MAY/SB/013/FF","Control","MAYUNGU",50,0,0,0,50
"187","2021-07-09 12:35:00 SS/MAY/SB/074/FF","Control","MAYUNGU",75,0,0,0,25
"188","2021-07-09 12:40:00 SS/MAY/SB/001/FF","Control","MAYUNGU",60,0,20,0,20
