"","survey_id","trap_type","BMU","Diet_percent_Herbivorous_Detritivorous","Diet_percent_Herbivorous_Macroalgal","Diet_percent_Omnivorous","Diet_percent_Planktivorous","Diet_percent_Carnivorous"
"376","2021-09-18 07:30:00 SS/UYO/SB/094/FF","Control","UYOMBO",66.6666666666667,0,33.3333333333333,0,0
"377","2021-09-18 07:30:00 SS/UYO/SB/095/FF","Control","UYOMBO",57.1428571428571,0,0,0,42.8571428571429
"378","2021-09-19 08:00:00 SS/UYO/SB/095/FF","Control","UYOMBO",55.5555555555556,0,11.1111111111111,0,33.3333333333333
"379","2021-09-20 08:30:00 SS/UYO/SB/085/FF","Experimental","UYOMBO",100,0,0,0,0
"380","2021-09-20 08:30:00 SS/UYO/SB/088/FF","Control","UYOMBO",37.5,0,25,0,37.5
"381","2021-09-20 08:30:00 SS/UYO/SB/088/FF","Experimental","UYOMBO",100,0,0,0,0
"382","2021-09-20 08:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",43.75,0,37.5,0,18.75
"383","2021-09-20 08:30:00 SS/UYO/SB/092/FF","Control","UYOMBO",100,0,0,0,0
"384","2021-09-20 08:30:00 SS/UYO/SB/094/FF","Control","UYOMBO",66.6666666666667,0,0,0,33.3333333333333
"385","2021-09-20 08:30:00 SS/UYO/SB/095/FF","Control","UYOMBO",22.2222222222222,11.1111111111111,11.1111111111111,0,55.5555555555556
"386","2021-09-20 08:30:00 SS/UYO/SB/099/FF","Control","UYOMBO",50,0,37.5,0,12.5
"387","2021-09-21 09:00:00 SS/UYO/SB/020/FF","Experimental","UYOMBO",0,0,0,0,100
"388","2021-09-21 09:00:00 SS/UYO/SB/085/FF","Control","UYOMBO",40,0,40,0,20
"389","2021-09-21 09:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",46.1538461538462,0,15.3846153846154,0,38.4615384615385
"390","2021-09-21 09:00:00 SS/UYO/SB/099/FF","Control","UYOMBO",75,0,0,0,25
"391","2021-09-21 09:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",50,0,25,0,25
"392","2021-09-22 09:30:00 SS/UYO/SB/085/FF","Control","UYOMBO",50,0,20,0,30
"393","2021-09-22 09:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",53.3333333333333,0,13.3333333333333,0,33.3333333333333
"394","2021-09-23 10:00:00 SS/UYO/SB/086/FF","Control","UYOMBO",60,0,20,0,20
"395","2021-09-23 10:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",63.6363636363636,0,9.09090909090909,0,27.2727272727273
"396","2021-09-23 10:00:00 SS/UYO/SB/094/FF","Control","UYOMBO",0,0,0,0,100
"397","2021-09-23 10:00:00 SS/UYO/SB/095/FF","Control","UYOMBO",0,0,50,0,50
"398","2021-09-23 10:00:00 SS/UYO/SB/099/FF","Control","UYOMBO",57.1428571428571,0,0,0,42.8571428571429
"399","2021-09-24 10:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",50,0,8.33333333333333,0,41.6666666666667
"400","2021-09-25 11:00:00 SS/UYO/SB/071/FF","Control","UYOMBO",50,0,50,0,0
"401","2021-09-25 11:00:00 SS/UYO/SB/088/FF","Control","UYOMBO",38.4615384615385,0,30.7692307692308,0,30.7692307692308
"402","2021-09-25 11:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",50,0,14.2857142857143,0,35.7142857142857
"403","2021-09-25 11:00:00 SS/UYO/SB/092/FF","Control","UYOMBO",50,0,0,0,50
"404","2021-09-25 11:00:00 SS/UYO/SB/099/FF","Control","UYOMBO",57.1428571428571,0,28.5714285714286,0,14.2857142857143
"405","2021-09-25 11:00:00 SS/UYO/SB/099/FF","Experimental","UYOMBO",0,0,0,0,100
"406","2021-09-27 12:00:00 SS/UYO/SB/039/FF","Control","UYOMBO",50,0,25,0,25
"407","2021-09-27 12:00:00 SS/UYO/SB/085/FF","Control","UYOMBO",57.1428571428571,0,28.5714285714286,0,14.2857142857143
"408","2021-09-27 12:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",50,0,7.14285714285714,0,42.8571428571429
"409","2021-09-28 12:30:00 SS/UYO/SB/039/FF","Control","UYOMBO",50,0,0,0,50
"410","2021-09-28 12:30:00 SS/UYO/SB/090/FF","Experimental","UYOMBO",100,0,0,0,0
"411","2021-09-28 12:30:00 SS/UYO/SB/093/FF","Control","UYOMBO",20,0,80,0,0
"412","2021-09-28 12:30:00 SS/UYO/SB/100/FF","Control","UYOMBO",0,0,33.3333333333333,0,66.6666666666667
"413","2021-09-29 13:00:00 SS/UYO/SB/039/FF","Control","UYOMBO",40,0,10,0,50
"414","2021-09-29 13:00:00 SS/UYO/SB/095/FF","Control","UYOMBO",25,0,25,0,50
"415","2021-09-29 13:00:00 SS/UYO/SB/099/FF","Control","UYOMBO",100,0,0,0,0
"416","2021-09-29 13:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",62.5,0,12.5,0,25
"417","2021-09-30 07:00:00 SS/UYO/SB/071/FF","Control","UYOMBO",26.6666666666667,0,20,0,53.3333333333333
"418","2021-10-01 07:00:00 SS/UYO/SB/039/FF","Control","UYOMBO",66.6666666666667,0,16.6666666666667,0,16.6666666666667
"419","2021-10-01 07:00:00 SS/UYO/SB/086/FF","Control","UYOMBO",66.6666666666667,0,16.6666666666667,0,16.6666666666667
"420","2021-10-01 07:00:00 SS/UYO/SB/094/FF","Control","UYOMBO",25,0,50,0,25
"421","2021-10-01 07:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",71.4285714285714,0,14.2857142857143,0,14.2857142857143
"422","2021-10-02 07:30:00 SS/UYO/SB/085/FF","Control","UYOMBO",25,0,50,0,25
"423","2021-10-02 07:30:00 SS/UYO/SB/090/FF","Control","UYOMBO",66.6666666666667,0,0,0,33.3333333333333
"424","2021-10-02 07:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",66.6666666666667,0,0,0,33.3333333333333
"425","2021-10-02 07:30:00 SS/UYO/SB/095/FF","Control","UYOMBO",50,0,50,0,0
"426","2021-11-01 12:05:00 SS/MAY/SB/065/FF","Control","MAYUNGU",80,0,0,0,20
"427","2021-11-01 12:05:00 SS/MAY/SB/065/FF","Experimental","MAYUNGU",100,0,0,0,0
"428","2021-11-01 12:35:00 SS/MAY/SB/077/FF","Control","MAYUNGU",75,0,0,0,25
"429","2021-11-01 12:37:00 SS/MAY/SB/033/FF","Control","MAYUNGU",66.6666666666667,0,11.1111111111111,0,22.2222222222222
"430","2021-11-01 12:40:00 SS/MAY/SB/001/FF","Control","MAYUNGU",75,0,0,0,25
"431","2021-11-01 12:40:00 SS/MAY/SB/034/FF","Control","MAYUNGU",80,0,0,0,20
"432","2021-11-01 13:00:00 SS/MAY/SB/042/FF","Control","MAYUNGU",50,0,25,0,25
"433","2021-11-01 13:48:00 SS/MAY/SB/058/FF","Experimental","MAYUNGU",66.6666666666667,0,0,0,33.3333333333333
"434","2021-11-01 14:00:00 SS/MAY/SB/033/FF","Control","MAYUNGU",66.6666666666667,0,11.1111111111111,0,22.2222222222222
"435","2021-11-01 14:00:00 SS/UYO/SB/039/FF","Control","UYOMBO",100,0,0,0,0
"436","2021-11-01 14:00:00 SS/UYO/SB/088/FF","Control","UYOMBO",20,0,20,0,60
"437","2021-11-01 14:00:00 SS/UYO/SB/088/FF","Experimental","UYOMBO",0,0,0,0,100
"438","2021-11-01 14:18:00 SS/MAY/SB/025/FF","Experimental","MAYUNGU",100,0,0,0,0
"439","2021-11-03 07:30:00 SS/UYO/SB/086/FF","Control","UYOMBO",57.1428571428571,0,42.8571428571429,0,0
"440","2021-11-03 07:30:00 SS/UYO/SB/088/FF","Control","UYOMBO",0,0,0,0,100
"441","2021-11-03 07:30:00 SS/UYO/SB/089/FF","Control","UYOMBO",50,0,33.3333333333333,0,16.6666666666667
"442","2021-11-03 07:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",36.8421052631579,0,31.5789473684211,0,31.5789473684211
"443","2021-11-03 07:30:00 SS/UYO/SB/094/FF","Control","UYOMBO",28.5714285714286,0,42.8571428571429,0,28.5714285714286
"444","2021-11-03 07:30:00 SS/UYO/SB/099/FF","Control","UYOMBO",60,0,40,0,0
"445","2021-11-03 07:30:00 SS/UYO/SB/099/FF","Experimental","UYOMBO",50,0,0,0,50
"446","2021-11-03 14:00:00 SS/MAY/SB/027/FF","Control","MAYUNGU",66.6666666666667,0,16.6666666666667,0,16.6666666666667
"447","2021-11-03 14:20:00 SS/MAY/SB/083/FF","Experimental","MAYUNGU",75,0,25,0,0
"448","2021-11-03 14:45:00 SS/MAY/SB/033/FF","Control","MAYUNGU",50,0,25,0,25
"449","2021-11-03 14:45:00 SS/MAY/SB/033/FF","Experimental","MAYUNGU",100,0,0,0,0
"450","2021-11-05 08:30:00 SS/UYO/SB/085/FF","Control","UYOMBO",61.5384615384615,0,23.0769230769231,0,15.3846153846154
"451","2021-11-05 08:30:00 SS/UYO/SB/090/FF","Control","UYOMBO",71.4285714285714,0,0,0,28.5714285714286
"452","2021-11-05 08:30:00 SS/UYO/SB/090/FF","Experimental","UYOMBO",100,0,0,0,0
"453","2021-11-05 08:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",66.6666666666667,0,0,0,33.3333333333333
"454","2021-11-05 12:35:00 SS/MAY/SB/077/FF","Control","MAYUNGU",100,0,0,0,0
"455","2021-11-05 13:15:00 SS/MAY/SB/001/FF","Control","MAYUNGU",33.3333333333333,0,33.3333333333333,0,33.3333333333333
"456","2021-11-08 10:00:00 SS/UYO/SB/085/FF","Control","UYOMBO",33.3333333333333,0,33.3333333333333,0,33.3333333333333
"457","2021-11-08 10:00:00 SS/UYO/SB/085/FF","Experimental","UYOMBO",100,0,0,0,0
"458","2021-11-08 10:00:00 SS/UYO/SB/090/FF","Control","UYOMBO",50,0,40,0,10
"459","2021-11-08 10:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",63.6363636363636,0,18.1818181818182,0,18.1818181818182
"460","2021-11-08 10:00:00 SS/UYO/SB/092/FF","Control","UYOMBO",66.6666666666667,0,0,0,33.3333333333333
"461","2021-11-08 10:00:00 SS/UYO/SB/094/FF","Control","UYOMBO",33.3333333333333,0,66.6666666666667,0,0
"462","2021-11-08 10:00:00 SS/UYO/SB/095/FF","Control","UYOMBO",37.5,0,37.5,0,25
"463","2021-11-08 10:00:00 SS/UYO/SB/099/FF","Experimental","UYOMBO",100,0,0,0,0
"464","2021-11-10 11:30:00 SS/UYO/SB/039/FF","Control","UYOMBO",71.4285714285714,0,0,0,28.5714285714286
"465","2021-11-10 11:30:00 SS/UYO/SB/086/FF","Control","UYOMBO",41.6666666666667,0,16.6666666666667,0,41.6666666666667
"466","2021-11-10 11:30:00 SS/UYO/SB/089/FF","Control","UYOMBO",26.6666666666667,0,33.3333333333333,0,40
"467","2021-11-10 11:30:00 SS/UYO/SB/089/FF","Experimental","UYOMBO",66.6666666666667,0,0,0,33.3333333333333
"468","2021-11-10 11:30:00 SS/UYO/SB/099/FF","Control","UYOMBO",57.1428571428571,0,14.2857142857143,0,28.5714285714286
"469","2021-11-10 11:30:00 SS/UYO/SB/099/FF","Experimental","UYOMBO",100,0,0,0,0
"470","2021-11-10 13:52:00 SS/MAY/SB/028/FF","Experimental","MAYUNGU",75,0,25,0,0
"471","2021-11-10 13:52:00 SS/MAY/SB/082/FF","Experimental","MAYUNGU",75,25,0,0,0
"472","2021-11-12 12:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",54.5454545454545,0,36.3636363636364,0,9.09090909090909
"473","2021-11-12 12:30:00 SS/UYO/SB/094/FF","Control","UYOMBO",33.3333333333333,0,33.3333333333333,0,33.3333333333333
"474","2021-11-12 12:30:00 SS/UYO/SB/099/FF","Control","UYOMBO",57.1428571428571,0,14.2857142857143,0,28.5714285714286
"475","2021-11-13 12:30:00 SS/MAY/SB/033/FF","Control","MAYUNGU",55.5555555555556,0,11.1111111111111,0,33.3333333333333
"476","2021-11-13 12:42:00 SS/MAY/SB/033/FF","Control","MAYUNGU",55.5555555555556,0,11.1111111111111,0,33.3333333333333
"477","2021-11-13 13:36:00 SS/MAY/SB/036/FF","Control","MAYUNGU",60,20,0,0,20
"478","2021-11-15 07:30:00 SS/UYO/SB/039/FF","Experimental","UYOMBO",100,0,0,0,0
"479","2021-11-15 07:30:00 SS/UYO/SB/071/FF","Control","UYOMBO",40,0,20,0,40
"480","2021-11-15 07:30:00 SS/UYO/SB/093/FF","Experimental","UYOMBO",33.3333333333333,0,50,0,16.6666666666667
"481","2021-11-15 07:30:00 SS/UYO/SB/099/FF","Experimental","UYOMBO",100,0,0,0,0
"482","2021-11-15 13:51:00 SS/MAY/SB/029/FF","Experimental","MAYUNGU",100,0,0,0,0
"483","2021-11-15 14:18:00 SS/MAY/SB/025/FF","Experimental","MAYUNGU",100,0,0,0,0
"484","2021-11-16 12:35:00 SS/MAY/SB/001/FF","Control","MAYUNGU",57.1428571428571,0,14.2857142857143,0,28.5714285714286
"485","2021-11-16 12:35:00 SS/MAY/SB/045/FF","Control","MAYUNGU",57.1428571428571,0,14.2857142857143,0,28.5714285714286
"486","2021-11-17 08:30:00 SS/UYO/SB/085/FF","Control","UYOMBO",55.5555555555556,0,22.2222222222222,0,22.2222222222222
"487","2021-11-17 08:30:00 SS/UYO/SB/094/FF","Control","UYOMBO",40,0,40,0,20
"488","2021-11-17 08:30:00 SS/UYO/SB/099/FF","Experimental","UYOMBO",50,0,0,0,50
"489","2021-11-19 09:30:00 SS/UYO/SB/071/FF","Control","UYOMBO",100,0,0,0,0
"490","2021-11-19 09:30:00 SS/UYO/SB/089/FF","Control","UYOMBO",66.6666666666667,0,16.6666666666667,0,16.6666666666667
"491","2021-11-19 09:30:00 SS/UYO/SB/089/FF","Experimental","UYOMBO",100,0,0,0,0
"492","2021-11-19 09:30:00 SS/UYO/SB/093/FF","Control","UYOMBO",50,0,16.6666666666667,0,33.3333333333333
"493","2021-11-19 09:30:00 SS/UYO/SB/099/FF","Control","UYOMBO",50,0,25,0,25
"494","2021-11-22 10:30:00 SS/UYO/SB/085/FF","Control","UYOMBO",42.8571428571429,0,42.8571428571429,0,14.2857142857143
"495","2021-11-22 10:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",36.3636363636364,0,27.2727272727273,0,36.3636363636364
"496","2021-11-22 10:30:00 SS/UYO/SB/095/FF","Control","UYOMBO",75,0,25,0,0
"497","2021-11-22 10:30:00 SS/UYO/SB/099/FF","Control","UYOMBO",66.6666666666667,0,33.3333333333333,0,0
"498","2021-11-22 10:30:00 SS/UYO/SB/100/FF","Control","UYOMBO",71.4285714285714,0,28.5714285714286,0,0
"499","2021-11-24 11:30:00 SS/UYO/SB/039/FF","Control","UYOMBO",100,0,0,0,0
"500","2021-11-24 11:30:00 SS/UYO/SB/071/FF","Control","UYOMBO",100,0,0,0,0
"501","2021-11-24 11:30:00 SS/UYO/SB/085/FF","Control","UYOMBO",60,0,40,0,0
"502","2021-11-24 11:30:00 SS/UYO/SB/089/FF","Experimental","UYOMBO",66.6666666666667,0,33.3333333333333,0,0
"503","2021-11-24 11:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",60,0,0,0,40
"504","2021-11-24 11:30:00 SS/UYO/SB/099/FF","Control","UYOMBO",75,0,25,0,0
"505","2021-11-24 11:30:00 SS/UYO/SB/100/FF","Control","UYOMBO",100,0,0,0,0
"506","2021-11-26 12:30:00 SS/UYO/SB/089/FF","Control","UYOMBO",40,0,40,0,20
"507","2021-11-26 12:30:00 SS/UYO/SB/090/FF","Control","UYOMBO",66.6666666666667,0,16.6666666666667,0,16.6666666666667
"508","2021-11-26 12:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",50,0,8.33333333333333,0,41.6666666666667
"509","2021-11-26 12:30:00 SS/UYO/SB/095/FF","Control","UYOMBO",100,0,0,0,0
"510","2021-11-26 12:30:00 SS/UYO/SB/100/FF","Control","UYOMBO",66.6666666666667,0,8.33333333333333,0,25
"511","2021-11-29 07:00:00 SS/UYO/SB/039/FF","Control","UYOMBO",71.4285714285714,0,14.2857142857143,0,14.2857142857143
"512","2021-11-29 07:00:00 SS/UYO/SB/089/FF","Control","UYOMBO",60,0,20,0,20
"513","2021-11-29 07:00:00 SS/UYO/SB/090/FF","Control","UYOMBO",85.7142857142857,0,14.2857142857143,0,0
"514","2021-11-29 07:00:00 SS/UYO/SB/091/FF","Control","UYOMBO",40,0,20,0,40
"515","2021-11-29 07:00:00 SS/UYO/SB/091/FF","Experimental","UYOMBO",100,0,0,0,0
"516","2021-11-29 07:00:00 SS/UYO/SB/094/FF","Control","UYOMBO",37.5,0,50,0,12.5
"517","2021-11-29 07:00:00 SS/UYO/SB/095/FF","Control","UYOMBO",66.6666666666667,0,0,0,33.3333333333333
"518","2021-11-29 07:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",54.5454545454545,0,36.3636363636364,0,9.09090909090909
"519","2021-11-29 12:45:00 SS/MAY/SB/074/FF","Control","MAYUNGU",57.1428571428571,0,14.2857142857143,0,28.5714285714286
"520","2021-11-29 13:15:00 SS/MAY/SB/010/FF","Control","MAYUNGU",50,0,0,0,50
"521","2021-12-02 12:40:00 SS/MAY/SB/036/FF","Control","MAYUNGU",40,0,0,0,60
"522","2021-12-02 13:47:00 SS/MAY/SB/042/FF","Control","MAYUNGU",66.6666666666667,11.1111111111111,0,11.1111111111111,11.1111111111111
"523","2021-12-02 14:32:00 SS/MAY/SB/064/FF","Control","MAYUNGU",62.5,0,12.5,0,25
"524","2022-02-01 08:30:00 SS/UYO/SB/085/FF","Control","UYOMBO",12.5,0,75,0,12.5
"525","2022-02-01 08:30:00 SS/UYO/SB/085/FF","Experimental","UYOMBO",75,0,0,0,25
"526","2022-02-01 08:30:00 SS/UYO/SB/086/FF","Control","UYOMBO",26.6666666666667,0,46.6666666666667,0,26.6666666666667
"527","2022-02-01 08:30:00 SS/UYO/SB/088/FF","Control","UYOMBO",25,0,50,0,25
"528","2022-02-01 08:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",42.8571428571429,0,42.8571428571429,0,14.2857142857143
"529","2022-02-01 08:30:00 SS/UYO/SB/093/FF","Control","UYOMBO",42.8571428571429,0,14.2857142857143,0,42.8571428571429
"530","2022-02-01 08:30:00 SS/UYO/SB/094/FF","Control","UYOMBO",33.3333333333333,0,33.3333333333333,0,33.3333333333333
"531","2022-02-01 12:09:00 SS/MAY/SB/033/FF","Control","MAYUNGU",28.5714285714286,0,28.5714285714286,0,42.8571428571429
"532","2022-02-01 12:29:00 SS/MAY/SB/036/FF","Control","MAYUNGU",42.8571428571429,0,28.5714285714286,0,28.5714285714286
"533","2022-02-01 12:35:00 SS/MAY/SB/045/FF","Experimental","MAYUNGU",42.8571428571429,0,28.5714285714286,14.2857142857143,14.2857142857143
"534","2022-02-01 12:38:00 SS/MAY/SB/013/FF","Control","MAYUNGU",42.8571428571429,0,14.2857142857143,0,42.8571428571429
"535","2022-02-01 12:38:00 SS/MAY/SB/077/FF","Experimental","MAYUNGU",33.3333333333333,0,33.3333333333333,0,33.3333333333333
"536","2022-02-01 12:40:00 SS/MAY/SB/076/FF","Control","MAYUNGU",25,0,25,0,50
"537","2022-02-01 12:41:00 SS/MAY/SB/014/FF","Control","MAYUNGU",22.2222222222222,0,22.2222222222222,11.1111111111111,44.4444444444444
"538","2022-02-01 12:42:00 SS/MAY/SB/019/FF","Control","MAYUNGU",50,0,50,0,0
"539","2022-02-01 12:44:00 SS/MAY/SB/068/FF","Control","MAYUNGU",14.2857142857143,0,42.8571428571429,14.2857142857143,28.5714285714286
"540","2022-02-01 12:48:00 SS/MAY/SB/004/FF","Control","MAYUNGU",28.5714285714286,0,0,28.5714285714286,42.8571428571429
"541","2022-02-01 12:50:00 SS/MAY/SB/032/FF","Experimental","MAYUNGU",33.3333333333333,0,0,0,66.6666666666667
"542","2022-02-01 12:55:00 SS/MAY/SB/010/FF","Experimental","MAYUNGU",33.3333333333333,16.6666666666667,16.6666666666667,0,33.3333333333333
"543","2022-02-01 13:15:00 SS/MAY/SB/033/FF","Control","MAYUNGU",50,0,0,33.3333333333333,16.6666666666667
"544","2022-02-01 13:15:00 SS/MAY/SB/034/FF","Control","MAYUNGU",37.5,12.5,12.5,12.5,25
"545","2022-02-01 13:15:00 SS/MAY/SB/066/FF","Control","MAYUNGU",100,0,0,0,0
"546","2022-02-01 13:15:00 SS/MAY/SB/066/FF","Experimental","MAYUNGU",60,0,40,0,0
"547","2022-02-02 09:00:00 SS/MAY/SB/020/FF","Experimental","UYOMBO",60,0,0,0,40
"548","2022-02-02 09:00:00 SS/UYO/SB/085/FF","Control","UYOMBO",33.3333333333333,0,58.3333333333333,0,8.33333333333333
"549","2022-02-02 09:00:00 SS/UYO/SB/088/FF","Control","UYOMBO",25,0,37.5,0,37.5
"550","2022-02-02 09:00:00 SS/UYO/SB/092/FF","Control","UYOMBO",75,0,0,0,25
"551","2022-02-02 09:00:00 SS/UYO/SB/095/FF","Experimental","UYOMBO",75,0,0,0,25
"552","2022-02-02 09:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",62.5,0,12.5,0,25
