"","survey_id","trap_type","HOME"
"1","2021-05-18 11:57:00 SS/MAY/SB/082/FF","Control",3.85086603467483
"2","2021-05-18 12:03:00 SS/MAY/SB/043/FF","Control",NA
"3","2021-05-18 12:06:00 SS/MAY/SB/047/FF","Control",NA
"4","2021-05-18 12:07:00 SS/MAY/SB/036/FF","Control",1.82069471284878
"5","2021-05-18 12:30:00 SS/MAY/SB/002/FF","Control",NA
"6","2021-05-18 12:35:00 SS/MAY/SB/033/FF","Control",NA
"7","2021-05-18 12:45:00 SS/MAY/SB/013/FF","Control",2.73104206927316
"8","2021-05-18 12:45:00 SS/MAY/SB/030/FF","Control",NA
"9","2021-05-18 12:45:00 SS/MAY/SB/077/FF","Control",2.73104206927316
"10","2021-05-18 13:00:00 SS/UYO/SB/094/FF","Control",2.94886618573939
"11","2021-05-18 13:00:00 SS/UYO/SB/095/FF","Control",NA
"12","2021-05-18 14:00:00 SS/UYO/SB/085/FF","Control",0.347811541011889
"13","2021-05-18 14:00:00 SS/UYO/SB/090/FF","Control",1.34683362436834
"14","2021-05-18 14:00:00 SS/UYO/SB/091/FF","Control",7.71240070839718
"15","2021-05-18 14:00:00 SS/UYO/SB/092/FF","Control",0.420885507615105
"16","2021-05-18 14:00:00 SS/UYO/SB/100/FF","Control",2.40719262684866
"17","2021-05-18 15:00:00 SS/UYO/SB/088/FF","Control",NA
"18","2021-05-18 17:15:00 SS/MAY/SB/041/FF","Control",1.71550176396343
"19","2021-05-18 17:30:00 SS/MAY/SB/041/FF","Control",1.71550176396343
"20","2021-05-18 18:45:00 SS/MAY/SB/003/FF","Control",3.64138942569755
"21","2021-05-18 22:50:00 SS/MAY/SB/006/FF","Control",NA
"22","2021-05-18 23:25:00 SS/MAY/SB/011/FF","Control",NA
"23","2021-05-18 23:45:00 SS/MAY/SB/074/FF","Control",NA
"24","2021-05-19 11:43:00 SS/MAY/SB/042/FF","Control",NA
"25","2021-05-19 12:25:00 SS/MAY/SB/002/FF","Control",0.982016965025903
"26","2021-05-19 12:25:00 SS/MAY/SB/006/FF","Control",1.71550176396343
"27","2021-05-19 12:30:00 SS/MAY/SB/030/FF","Control",9.57531287936765
"28","2021-05-19 12:35:00 SS/MAY/SB/034/FF","Control",1.82069471284878
"29","2021-05-19 12:47:00 SS/MAY/SB/074/FF","Control",NA
"30","2021-05-19 12:50:00 SS/MAY/SB/033/FF","Control",NA
"31","2021-05-19 12:57:00 SS/MAY/SB/043/FF","Control",NA
"32","2021-05-19 13:15:00 SS/MAY/SB/029/FF","Control",NA
"33","2021-05-19 13:15:00 SS/MAY/SB/058/FF","Control",NA
"34","2021-05-19 13:15:00 SS/MAY/SB/081/FF","Control",NA
"35","2021-05-19 14:00:00 SS/UYO/SB/089/FF","Control",1.98432902791147
"36","2021-05-19 14:00:00 SS/UYO/SB/095/FF","Control",0.741920980033374
"37","2021-05-19 14:30:00 SS/UYO/SB/094/FF","Control",2.94886618573939
"38","2021-05-19 15:00:00 SS/UYO/SB/090/FF","Control",1.66093068604565
"39","2021-05-19 15:00:00 SS/UYO/SB/096/FF","Control",1.01012521827625
"40","2021-05-19 15:00:00 SS/UYO/SB/100/FF","Control",NA
"41","2021-05-19 15:15:00 SS/UYO/SB/091/FF","Control",2.73859013864164
"42","2021-05-20 12:20:00 SS/MAY/SB/028/FF","Control",1.11793112599717
"43","2021-05-20 12:25:00 SS/MAY/SB/034/FF","Control",1.11793112599717
"44","2021-05-20 12:30:00 SS/MAY/SB/006/FF","Control",1.77201689283449
"45","2021-05-20 12:30:00 SS/MAY/SB/034/FF","Control",1.11793112599717
"46","2021-05-20 12:30:00 SS/MAY/SB/038/FF","Control",NA
"47","2021-05-20 12:42:00 SS/MAY/SB/002/FF","Control",1.77201689283449
"48","2021-05-20 12:43:00 SS/MAY/SB/042/FF","Control",2.71412758888577
"49","2021-05-20 12:43:00 SS/MAY/SB/043/FF","Control",2.42906800293166
"50","2021-05-20 12:45:00 SS/MAY/SB/014/FF","Control",1.77201689283449
"51","2021-05-20 12:45:00 SS/MAY/SB/053/FF","Control",0.655219233974829
"52","2021-05-20 13:15:00 SS/MAY/SB/015/FF","Control",0.982828850962244
"53","2021-05-20 13:15:00 SS/MAY/SB/029/FF","Control",NA
"54","2021-05-20 13:15:00 SS/MAY/SB/058/FF","Control",NA
"55","2021-05-20 13:15:00 SS/MAY/SB/081/FF","Control",NA
"56","2021-05-20 14:07:00 SS/MAY/SB/014/FF","Control",1.77201689283449
"57","2021-05-20 14:07:00 SS/MAY/SB/036/FF","Control",1.43143315880913
"58","2021-05-20 16:30:00 SS/UYO/SB/085/FF","Control",2.49139602906847
"59","2021-05-20 16:30:00 SS/UYO/SB/091/FF","Control",5.78430053129788
"60","2021-05-20 16:33:00 SS/MAY/SB/074/FF","Control",1.94663635008263
"61","2021-05-20 16:45:00 SS/MAY/SB/030/FF","Control",2.65914305734665
"62","2021-05-20 23:15:00 SS/MAY/SB/028/FF","Control",1.11793112599717
"63","2021-05-20 23:25:00 SS/MAY/SB/077/FF","Control",1.87960194029899
"64","2021-05-21 08:00:00 SS/UYO/SB/090/FF","Control",2.64577203721529
"65","2021-05-21 10:30:00 SS/UYO/SB/088/FF","Control",NA
"66","2021-05-21 10:30:00 SS/UYO/SB/095/FF","Control",1.11288147005006
"67","2021-05-21 10:30:00 SS/UYO/SB/100/FF","Control",NA
"68","2021-05-22 08:30:00 SS/UYO/SB/095/FF","Control",NA
"69","2021-05-22 09:00:00 SS/UYO/SB/089/FF","Control",0.54134014931619
"70","2021-05-22 09:00:00 SS/UYO/SB/090/FF","Control",NA
"71","2021-05-22 09:00:00 SS/UYO/SB/091/FF","Control",2.05394260398123
"72","2021-05-22 09:00:00 SS/UYO/SB/092/FF","Control",0.927401225041718
"73","2021-05-22 09:00:00 SS/UYO/SB/094/FF","Control",0.138634483940549
"74","2021-05-22 11:00:00 SS/MAY/SB/034/FF","Control",NA
"75","2021-05-22 11:00:00 SS/UYO/SB/100/FF","Control",NA
"76","2021-05-22 11:25:00 SS/MAY/SB/082/FF","Control",NA
"77","2021-05-22 12:45:00 SS/MAY/SB/013/FF","Control",1.43143315880913
"78","2021-05-22 12:45:00 SS/MAY/SB/077/FF","Control",NA
"79","2021-05-23 01:00:00 SS/UYO/SB/100/FF","Control",NA
"80","2021-05-23 07:30:00 SS/UYO/SB/095/FF","Control",3.00899078356083
"81","2021-05-23 09:00:00 SS/UYO/SB/096/FF","Control",NA
"82","2021-05-23 10:15:00 SS/UYO/SB/092/FF","Control",0.558965562998585
"83","2021-05-23 12:15:00 SS/MAY/SB/001/FF","Control",NA
"84","2021-05-23 12:15:00 SS/MAY/SB/002/FF","Control",1.24796692530985
"85","2021-05-23 12:15:00 SS/MAY/SB/015/FF","Control",NA
"86","2021-05-23 12:15:00 SS/MAY/SB/034/FF","Control",NA
"87","2021-05-23 12:15:00 SS/MAY/SB/045/FF","Control",NA
"88","2021-05-23 12:25:00 SS/MAY/SB/082/FF","Control",NA
"89","2021-05-23 12:25:00 SS/MAY/SB/083/FF","Control",2.73104206927316
"90","2021-05-23 12:35:00 SS/MAY/SB/033/FF","Control",1.11773989839922
"91","2021-05-23 13:30:00 SS/MAY/SB/074/FF","Control",NA
"92","2021-05-24 08:00:00 SS/UYO/SB/095/FF","Control",NA
"93","2021-05-24 09:30:00 SS/UYO/SB/085/FF","Control",0.68464753466041
"94","2021-05-24 09:30:00 SS/UYO/SB/089/FF","Control",0.68464753466041
"95","2021-05-24 09:30:00 SS/UYO/SB/091/FF","Control",3.610788940273
"96","2021-05-24 09:30:00 SS/UYO/SB/100/FF","Control",NA
"97","2021-05-24 10:00:00 SS/UYO/SB/099/FF","Control",NA
"98","2021-05-24 11:45:00 SS/MAY/SB/074/FF","Control",NA
"99","2021-05-24 12:15:00 SS/MAY/SB/002/FF","Control",NA
"100","2021-05-24 12:15:00 SS/MAY/SB/015/FF","Control",NA
"101","2021-05-24 12:50:00 SS/MAY/SB/013/FF","Control",NA
"102","2021-05-24 12:50:00 SS/MAY/SB/077/FF","Control",NA
"103","2021-05-25 08:30:00 SS/UYO/SB/095/FF","Control",NA
"104","2021-05-25 09:00:00 SS/UYO/SB/088/FF","Control",NA
"105","2021-05-25 10:00:00 SS/UYO/SB/086/FF","Control",NA
"106","2021-05-25 10:00:00 SS/UYO/SB/094/FF","Control",NA
"107","2021-05-25 10:00:00 SS/UYO/SB/100/FF","Control",NA
"108","2021-05-25 11:00:00 SS/UYO/SB/089/FF","Control",NA
"109","2021-05-25 11:00:00 SS/UYO/SB/090/FF","Control",NA
"110","2021-05-25 11:00:00 SS/UYO/SB/092/FF","Control",NA
"111","2021-05-25 11:00:00 SS/UYO/SB/099/FF","Control",NA
"112","2021-05-25 11:25:00 SS/MAY/SB/074/FF","Control",NA
"113","2021-05-25 12:25:00 SS/MAY/SB/003/FF","Control",NA
"114","2021-05-25 13:45:00 SS/MAY/SB/034/FF","Control",NA
"115","2021-05-25 14:48:00 SS/MAY/SB/001/FF","Control",NA
"116","2021-05-25 14:48:00 SS/MAY/SB/014/FF","Control",NA
"117","2021-05-25 14:48:00 SS/MAY/SB/015/FF","Control",NA
"118","2021-05-26 10:30:00 SS/UYO/SB/086/FF","Control",0.927401225041718
"119","2021-05-26 10:30:00 SS/UYO/SB/088/FF","Control",NA
"120","2021-05-26 10:30:00 SS/UYO/SB/100/FF","Control",0.919668682293688
"121","2021-05-26 11:00:00 SS/UYO/SB/085/FF","Control",4.0382716318927
"122","2021-05-26 11:00:00 SS/UYO/SB/091/FF","Control",NA
"123","2021-05-26 11:00:00 SS/UYO/SB/097/FF","Control",NA
"124","2021-05-26 11:57:00 SS/MAY/SB/074/FF","Control",NA
"125","2021-05-26 12:26:00 SS/MAY/SB/077/FF","Control",1.82069471284878
"126","2021-05-26 12:36:00 SS/MAY/SB/013/FF","Control",NA
"127","2021-05-26 12:36:00 SS/MAY/SB/014/FF","Control",1.21453400146583
"128","2021-05-26 13:15:00 SS/MAY/SB/006/FF","Control",1.21453400146583
"129","2021-05-27 08:30:00 SS/UYO/SB/095/FF","Control",NA
"130","2021-05-27 09:00:00 SS/UYO/SB/100/FF","Control",NA
"131","2021-05-27 11:00:00 SS/UYO/SB/086/FF","Control",NA
"132","2021-05-27 11:00:00 SS/UYO/SB/088/FF","Control",NA
"133","2021-05-27 11:30:00 SS/UYO/SB/085/FF","Control",4.0382716318927
"134","2021-05-27 11:30:00 SS/UYO/SB/090/FF","Control",0.505062609138126
"135","2021-05-27 11:30:00 SS/UYO/SB/091/FF","Control",NA
"136","2021-05-28 00:00:00 SS/UYO/SB/096/FF","Control",2.49139602906847
"137","2021-05-28 00:00:00 SS/UYO/SB/100/FF","Control",NA
"138","2021-05-28 12:00:00 SS/UYO/SB/089/FF","Control",0.54134014931619
"139","2021-05-28 12:00:00 SS/UYO/SB/091/FF","Control",NA
"140","2021-05-28 12:00:00 SS/UYO/SB/092/FF","Control",NA
"141","2021-05-28 12:00:00 SS/UYO/SB/099/FF","Control",1.11288147005006
"142","2021-05-29 09:00:00 SS/UYO/SB/088/FF","Control",NA
"143","2021-05-29 12:30:00 SS/UYO/SB/086/FF","Control",1.36929506932082
"144","2021-05-29 12:30:00 SS/UYO/SB/090/FF","Control",NA
"145","2021-05-29 12:30:00 SS/UYO/SB/091/FF","Control",1.31043846794966
"146","2021-05-29 12:30:00 SS/UYO/SB/092/FF","Control",NA
"147","2021-05-29 12:30:00 SS/UYO/SB/100/FF","Control",1.36929506932082
"148","2021-05-30 10:30:00 SS/UYO/SB/095/FF","Control",1.36929506932082
"149","2021-05-30 12:00:00 SS/UYO/SB/094/FF","Control",NA
"150","2021-05-30 13:30:00 SS/UYO/SB/092/FF","Control",NA
"151","2021-05-30 13:30:00 SS/UYO/SB/096/FF","Control",NA
"152","2021-05-30 13:30:00 SS/UYO/SB/100/FF","Control",NA
"153","2021-05-31 08:00:00 SS/UYO/SB/100/FF","Control",NA
"154","2021-05-31 14:00:00 SS/UYO/SB/091/FF","Control",1.01012521827625
"155","2021-05-31 14:00:00 SS/UYO/SB/099/FF","Control",1.63804808493707
"156","2021-06-01 09:00:00 SS/UYO/SB/088/FF","Control",NA
"157","2021-06-01 09:00:00 SS/UYO/SB/095/FF","Control",NA
"158","2021-06-01 14:30:00 SS/UYO/SB/089/FF","Control",2.05394260398123
"159","2021-06-01 14:30:00 SS/UYO/SB/090/FF","Control",1.01012521827625
"160","2021-06-01 14:30:00 SS/UYO/SB/095/FF","Control",NA
"161","2021-06-01 14:30:00 SS/UYO/SB/096/FF","Control",1.96565770192449
"162","2021-06-01 15:00:00 SS/UYO/SB/092/FF","Control",NA
"163","2021-06-01 15:00:00 SS/UYO/SB/094/FF","Control",NA
"164","2021-06-02 09:30:00 SS/UYO/SB/088/FF","Control",1.36929506932082
"165","2021-06-02 15:30:00 SS/UYO/SB/092/FF","Control",NA
"166","2021-06-02 16:00:00 SS/UYO/SB/085/FF","Control",1.66093068604565
"167","2021-06-02 16:00:00 SS/UYO/SB/091/FF","Control",1.67689668899576
"168","2021-06-02 16:00:00 SS/UYO/SB/099/FF","Control",2.28811534258576
"169","2021-06-04 08:00:00 SS/UYO/SB/094/FF","Control",1.36929506932082
"170","2021-06-04 08:30:00 SS/UYO/SB/088/FF","Control",1.36929506932082
"171","2021-06-05 08:00:00 SS/UYO/SB/088/FF","Control",NA
"172","2021-06-05 08:00:00 SS/UYO/SB/091/FF","Control",2.62004623246635
"173","2021-06-05 08:00:00 SS/UYO/SB/092/FF","Control",NA
"174","2021-06-06 07:30:00 SS/UYO/SB/100/FF","Control",2.05394260398123
"175","2021-06-06 08:00:00 SS/UYO/SB/094/FF","Control",1.32288601860765
"176","2021-06-06 08:00:00 SS/UYO/SB/096/FF","Control",NA
"177","2021-07-04 12:40:00 SS/MAY/SB/074/FF","Control",NA
"178","2021-07-04 13:23:00 SS/MAY/SB/028/FF","Control",NA
"179","2021-07-05 13:07:00 SS/MAY/SB/028/FF","Control",NA
"180","2021-07-05 13:08:00 SS/MAY/SB/074/FF","Control",1.59124622780292
"181","2021-07-06 12:35:00 SS/MAY/SB/074/FF","Control",2.23547979679845
"182","2021-07-06 13:17:00 SS/MAY/SB/028/FF","Control",NA
"183","2021-07-07 13:18:00 SS/MAY/SB/052/FF","Control",NA
"184","2021-07-07 13:35:00 SS/MAY/SB/002/FF","Control",2.23547979679845
"185","2021-07-07 13:35:00 SS/MAY/SB/015/FF","Control",2.23547979679845
"186","2021-07-09 12:20:00 SS/MAY/SB/013/FF","Control",2.23547979679845
"187","2021-07-09 12:35:00 SS/MAY/SB/074/FF","Control",2.23547979679845
"188","2021-07-09 12:40:00 SS/MAY/SB/001/FF","Control",2.23547979679845
"189","2021-07-09 13:18:00 SS/MAY/SB/052/FF","Control",1.13085440559699
"190","2021-07-10 12:20:00 SS/MAY/SB/001/FF","Control",2.23547979679845
"191","2021-07-11 12:40:00 SS/MAY/SB/031/FF","Control",1.11773989839922
"192","2021-07-11 12:40:00 SS/MAY/SB/074/FF","Control",1.11773989839922
"193","2021-07-11 13:20:00 SS/MAY/SB/052/FF","Control",NA
"194","2021-07-12 12:45:00 SS/MAY/SB/036/FF","Control",NA
"195","2021-07-13 12:34:00 SS/MAY/SB/074/FF","Control",1.11773989839922
"196","2021-07-13 12:47:00 SS/MAY/SB/028/FF","Control",NA
"197","2021-07-13 13:11:00 SS/MAY/SB/017/FF","Control",0.964050088549647
"198","2021-07-14 13:13:00 SS/MAY/SB/028/FF","Control",NA
"199","2021-07-15 12:29:00 SS/MAY/SB/029/FF","Control",NA
"200","2021-07-15 12:49:00 SS/MAY/SB/028/FF","Control",NA
"201","2021-07-16 13:34:00 SS/MAY/SB/017/FF","Control",0.115923978689258
"202","2021-07-17 12:30:00 SS/MAY/SB/003/FF","Control",1.11773989839922
"203","2021-07-17 12:45:00 SS/MAY/SB/077/FF","Control",NA
"204","2021-07-17 13:57:00 SS/MAY/SB/028/FF","Control",NA
"205","2021-07-18 01:48:00 SS/MAY/SB/058/FF","Control",1.44484405187776
"206","2021-07-18 13:13:00 SS/MAY/SB/017/FF","Control",0.684360343129647
"207","2021-07-19 12:20:00 SS/MAY/SB/013/FF","Control",2.23547979679845
"208","2021-07-19 13:11:00 SS/MAY/SB/028/FF","Control",NA
"209","2021-07-19 13:27:00 SS/MAY/SB/083/FF","Control",1.31239376485329
"210","2021-07-20 12:18:00 SS/MAY/SB/028/FF","Control",NA
"211","2021-07-21 12:45:00 SS/MAY/SB/030/FF","Control",2.23547979679845
"212","2021-07-21 12:45:00 SS/MAY/SB/077/FF","Control",2.23547979679845
"213","2021-07-21 13:13:00 SS/MAY/SB/083/FF","Control",0.115923978689258
"214","2021-07-21 13:27:00 SS/MAY/SB/012/FF","Control",0.115923978689258
"215","2021-07-22 11:45:00 SS/MAY/SB/034/FF","Control",NA
"216","2021-07-22 12:30:00 SS/MAY/SB/031/FF","Control",3.35321969519767
"217","2021-07-22 12:30:00 SS/MAY/SB/077/FF","Control",1.11773989839922
"218","2021-07-22 13:18:00 SS/MAY/SB/028/FF","Control",NA
"219","2021-07-22 13:32:00 SS/MAY/SB/083/FF","Control",NA
"220","2021-07-23 12:40:00 SS/MAY/SB/036/FF","Control",1.11773989839922
"221","2021-07-23 14:10:00 SS/MAY/SB/017/FF","Control",NA
"222","2021-07-23 14:13:00 SS/MAY/SB/028/FF","Control",0.964050088549647
"223","2021-07-24 12:30:00 SS/MAY/SB/070/FF","Control",2.23547979679845
"224","2021-07-24 12:45:00 SS/MAY/SB/074/FF","Control",2.88968810375551
"225","2021-07-24 13:03:00 SS/MAY/SB/012/FF","Control",NA
"226","2021-07-24 13:15:00 SS/MAY/SB/077/FF","Control",1.11773989839922
"227","2021-07-24 13:47:00 SS/MAY/SB/083/FF","Control",NA
"228","2021-07-25 12:21:00 SS/MAY/SB/001/FF","Control",NA
"229","2021-07-25 12:21:00 SS/MAY/SB/002/FF","Control",NA
"230","2021-07-25 13:03:00 SS/MAY/SB/012/FF","Control",NA
"231","2021-07-25 13:18:00 SS/MAY/SB/074/FF","Control",NA
"232","2021-07-26 12:15:00 SS/MAY/SB/015/FF","Control",NA
"233","2021-07-29 12:17:00 SS/MAY/SB/003/FF","Control",NA
"234","2021-08-01 13:04:00 SS/MAY/SB/083/FF","Control",1.0510076121845
"235","2021-08-01 13:23:00 SS/MAY/SB/081/FF","Control",NA
"236","2021-08-01 14:13:00 SS/MAY/SB/078/FF","Control",NA
"237","2021-08-02 14:14:00 SS/MAY/SB/029/FF","Control",1.44484405187776
"238","2021-08-04 14:18:00 SS/MAY/SB/081/FF","Control",0.231847957378517
"239","2021-08-05 12:15:00 SS/MAY/SB/015/FF","Control",2.23547979679845
"240","2021-08-05 12:45:00 SS/MAY/SB/074/FF","Control",2.88968810375551
"241","2021-08-06 13:15:00 SS/MAY/SB/074/FF","Control",1.11773989839922
"242","2021-08-07 12:40:00 SS/MAY/SB/074/FF","Control",2.23547979679845
"243","2021-08-07 13:35:00 SS/MAY/SB/015/FF","Control",NA
"244","2021-08-13 12:13:00 SS/MAY/SB/026/FF","Control",NA
"245","2021-08-13 12:13:00 SS/MAY/SB/026/FF","Experimental",0.684360343129647
"246","2021-08-13 12:18:00 SS/MAY/SB/043/FF","Experimental",NA
"247","2021-08-13 12:30:00 SS/MAY/SB/001/FF","Control",1.11773989839922
"248","2021-08-13 12:30:00 SS/MAY/SB/001/FF","Experimental",1.11773989839922
"249","2021-08-13 12:33:00 SS/MAY/SB/027/FF","Control",NA
