"","survey_id","trap_type","HOME"
"494","2021-11-22 10:30:00 SS/UYO/SB/085/FF","Control",1.23016215803274
"495","2021-11-22 10:30:00 SS/UYO/SB/091/FF","Control",4.45020897529267
"496","2021-11-22 10:30:00 SS/UYO/SB/095/FF","Control",0.982828850962244
"497","2021-11-22 10:30:00 SS/UYO/SB/099/FF","Control",1.83958716736002
"498","2021-11-22 10:30:00 SS/UYO/SB/100/FF","Control",1.85480245008344
"499","2021-11-24 11:30:00 SS/UYO/SB/039/FF","Control",0.558965562998585
"500","2021-11-24 11:30:00 SS/UYO/SB/071/FF","Control",0.819024042468536
"501","2021-11-24 11:30:00 SS/UYO/SB/085/FF","Control",NA
"502","2021-11-24 11:30:00 SS/UYO/SB/089/FF","Experimental",1.36872068625929
"503","2021-11-24 11:30:00 SS/UYO/SB/091/FF","Control",2.41124318510847
"504","2021-11-24 11:30:00 SS/UYO/SB/099/FF","Control",1.65360752325956
"505","2021-11-24 11:30:00 SS/UYO/SB/100/FF","Control",2.97649354186721
"506","2021-11-26 12:30:00 SS/UYO/SB/089/FF","Control",1.98432902791147
"507","2021-11-26 12:30:00 SS/UYO/SB/090/FF","Control",1.98432902791147
"508","2021-11-26 12:30:00 SS/UYO/SB/091/FF","Control",5.05886471024006
"509","2021-11-26 12:30:00 SS/UYO/SB/095/FF","Control",1.11793112599717
"510","2021-11-26 12:30:00 SS/UYO/SB/100/FF","Control",3.63793655117103
"511","2021-11-29 07:00:00 SS/UYO/SB/039/FF","Control",0.558965562998585
"512","2021-11-29 07:00:00 SS/UYO/SB/089/FF","Control",1.01012521827625
"513","2021-11-29 07:00:00 SS/UYO/SB/090/FF","Control",2.64577203721529
"514","2021-11-29 07:00:00 SS/UYO/SB/091/FF","Control",6.17491515275233
"515","2021-11-29 07:00:00 SS/UYO/SB/091/FF","Experimental",NA
"516","2021-11-29 07:00:00 SS/UYO/SB/094/FF","Control",0.927401225041718
"517","2021-11-29 07:00:00 SS/UYO/SB/095/FF","Control",1.67689668899576
"518","2021-11-29 07:00:00 SS/UYO/SB/100/FF","Control",2.22576294010012
"519","2021-11-29 12:45:00 SS/MAY/SB/074/FF","Control",0.795623113901458
"520","2021-11-29 13:15:00 SS/MAY/SB/010/FF","Control",NA
"521","2021-12-02 12:40:00 SS/MAY/SB/036/FF","Control",1.59124622780292
"522","2021-12-02 13:47:00 SS/MAY/SB/042/FF","Control",0.536103702057102
"523","2021-12-02 14:32:00 SS/MAY/SB/064/FF","Control",NA
"524","2022-02-01 08:30:00 SS/UYO/SB/085/FF","Control",NA
"525","2022-02-01 08:30:00 SS/UYO/SB/085/FF","Experimental",0.819024042468536
"526","2022-02-01 08:30:00 SS/UYO/SB/086/FF","Control",1.11288147005006
"527","2022-02-01 08:30:00 SS/UYO/SB/088/FF","Control",NA
"528","2022-02-01 08:30:00 SS/UYO/SB/091/FF","Control",NA
"529","2022-02-01 08:30:00 SS/UYO/SB/093/FF","Control",2.52989833381146
"530","2022-02-01 08:30:00 SS/UYO/SB/094/FF","Control",1.11288147005006
"531","2022-02-01 12:09:00 SS/MAY/SB/033/FF","Control",0.327719634228714
"532","2022-02-01 12:29:00 SS/MAY/SB/036/FF","Control",1.32608556327057
"533","2022-02-01 12:35:00 SS/MAY/SB/045/FF","Experimental",NA
"534","2022-02-01 12:38:00 SS/MAY/SB/013/FF","Control",1.8053944701365
"535","2022-02-01 12:38:00 SS/MAY/SB/077/FF","Experimental",NA
"536","2022-02-01 12:40:00 SS/MAY/SB/076/FF","Control",NA
"537","2022-02-01 12:41:00 SS/MAY/SB/014/FF","Control",0.677003501834182
"538","2022-02-01 12:42:00 SS/MAY/SB/019/FF","Control",1.0510076121845
"539","2022-02-01 12:44:00 SS/MAY/SB/068/FF","Control",1.36872068625929
"540","2022-02-01 12:48:00 SS/MAY/SB/004/FF","Control",0.795623113901458
"541","2022-02-01 12:50:00 SS/MAY/SB/032/FF","Experimental",NA
"542","2022-02-01 12:55:00 SS/MAY/SB/010/FF","Experimental",NA
"543","2022-02-01 13:15:00 SS/MAY/SB/033/FF","Control",1.28113851546992
"544","2022-02-01 13:15:00 SS/MAY/SB/034/FF","Control",1.31174216869402
"545","2022-02-01 13:15:00 SS/MAY/SB/066/FF","Control",NA
"546","2022-02-01 13:15:00 SS/MAY/SB/066/FF","Experimental",NA
"547","2022-02-02 09:00:00 SS/MAY/SB/020/FF","Experimental",NA
"548","2022-02-02 09:00:00 SS/UYO/SB/085/FF","Control",NA
"549","2022-02-02 09:00:00 SS/UYO/SB/088/FF","Control",NA
"550","2022-02-02 09:00:00 SS/UYO/SB/092/FF","Control",NA
"551","2022-02-02 09:00:00 SS/UYO/SB/095/FF","Experimental",0.819024042468536
"552","2022-02-02 09:00:00 SS/UYO/SB/100/FF","Control",NA
"553","2022-02-02 09:00:00 SS/UYO/SB/100/FF","Experimental",1.5993649289374
"554","2022-02-03 12:09:00 SS/MAY/SB/033/FF","Experimental",NA
"555","2022-02-03 12:25:00 SS/MAY/SB/001/FF","Control",2.03101050550254
"556","2022-02-03 12:25:00 SS/MAY/SB/045/FF","Experimental",NA
"557","2022-02-03 12:29:00 SS/MAY/SB/019/FF","Control",1.01182508686632
"558","2022-02-03 12:41:00 SS/MAY/SB/004/FF","Control",1.35400700366836
"559","2022-02-03 12:41:00 SS/MAY/SB/072/FF","Experimental",NA
"560","2022-02-03 13:20:00 SS/MAY/SB/022/FF","Experimental",NA
"561","2022-02-03 13:26:00 SS/MAY/SB/003/FF","Experimental",1.30011233322236
"562","2022-02-03 13:28:00 SS/MAY/SB/010/FF","Experimental",NA
"563","2022-02-05 12:18:00 SS/MAY/SB/068/FF","Control",1.73348311096315
"564","2022-02-05 12:18:00 SS/MAY/SB/068/FF","Experimental",NA
"565","2022-02-05 12:39:00 SS/MAY/SB/014/FF","Control",1.8053944701365
"566","2022-02-05 12:43:00 SS/MAY/SB/019/FF","Experimental",NA
"567","2022-02-05 12:45:00 SS/MAY/SB/003/FF","Experimental",NA
"568","2022-02-05 12:45:00 SS/MAY/SB/011/FF","Control",1.21585141379462
"569","2022-02-05 12:50:00 SS/MAY/SB/066/FF","Control",2.10201522436899
"570","2022-02-05 12:50:00 SS/MAY/SB/066/FF","Experimental",NA
"571","2022-02-05 13:12:00 SS/MAY/SB/010/FF","Experimental",NA
"572","2022-02-05 13:15:00 SS/MAY/SB/045/FF","Control",1.36872068625929
"573","2022-02-05 13:15:00 SS/MAY/SB/045/FF","Experimental",NA
"574","2022-02-05 13:18:00 SS/MAY/SB/032/FF","Experimental",NA
"575","2022-02-06 13:57:00 SS/MAY/SB/082/FF","Experimental",NA
"576","2022-02-06 13:59:00 SS/MAY/SB/058/FF","Experimental",NA
"577","2022-02-07 12:18:00 SS/MAY/SB/018/FF","Control",2.88968810375551
"578","2022-02-07 12:40:00 SS/MAY/SB/006/FF","Control",2.05308102938894
"579","2022-02-07 12:40:00 SS/MAY/SB/019/FF","Control",2.03101050550254
"580","2022-02-07 12:49:00 SS/MAY/SB/033/FF","Control",NA
"581","2022-02-07 12:49:00 SS/MAY/SB/068/FF","Control",NA
"582","2022-02-07 12:49:00 SS/MAY/SB/068/FF","Experimental",1.530599325576
"583","2022-02-07 13:00:00 SS/MAY/SB/039/FF","Control",NA
"584","2022-02-07 13:00:00 SS/UYO/SB/085/FF","Control",0.819024042468536
"585","2022-02-07 13:00:00 SS/UYO/SB/086/FF","Control",1.11288147005006
"586","2022-02-07 13:00:00 SS/UYO/SB/091/FF","Control",NA
"587","2022-02-07 13:00:00 SS/UYO/SB/091/FF","Experimental",1.80185289343078
"588","2022-02-07 13:00:00 SS/UYO/SB/099/FF","Control",0.536103702057102
"589","2022-02-07 13:00:00 SS/UYO/SB/100/FF","Control",NA
"590","2022-02-07 13:00:00 SS/UYO/SB/100/FF","Experimental",NA
"591","2022-02-07 13:08:00 SS/MAY/SB/045/FF","Experimental",NA
"592","2022-02-07 13:21:00 SS/MAY/SB/032/FF","Experimental",2.07616335755706
"593","2022-02-09 10:00:00 SS/MAY/SB/039/FF","Control",NA
"594","2022-02-09 10:00:00 SS/UYO/SB/085/FF","Control",0.741920980033374
"595","2022-02-09 10:00:00 SS/UYO/SB/088/FF","Control",1.8053944701365
"596","2022-02-09 10:00:00 SS/UYO/SB/093/FF","Control",0.982828850962244
"597","2022-02-09 10:00:00 SS/UYO/SB/100/FF","Control",1.5993649289374
"598","2022-02-09 10:00:00 SS/UYO/SB/100/FF","Experimental",NA
"599","2022-02-09 12:46:00 SS/MAY/SB/001/FF","Control",NA
"600","2022-02-09 12:46:00 SS/MAY/SB/014/FF","Control",NA
"601","2022-02-09 12:48:00 SS/MAY/SB/068/FF","Control",NA
"602","2022-02-09 12:49:00 SS/MAY/SB/019/FF","Control",NA
"603","2022-02-09 13:15:00 SS/MAY/SB/010/FF","Experimental",NA
"604","2022-02-09 13:15:00 SS/MAY/SB/066/FF","Control",NA
"605","2022-02-09 13:37:00 SS/MAY/SB/070/FF","Control",NA
"606","2022-02-09 13:37:00 SS/MAY/SB/070/FF","Experimental",NA
"607","2022-02-09 13:39:00 SS/MAY/SB/003/FF","Control",NA
"608","2022-02-09 13:39:00 SS/MAY/SB/074/FF","Experimental",1.11773989839922
"609","2022-02-09 13:59:00 SS/MAY/SB/025/FF","Experimental",NA
"610","2022-02-11 11:00:00 SS/UYO/SB/088/FF","Control",NA
"611","2022-02-11 11:00:00 SS/UYO/SB/089/FF","Control",2.22576294010012
"612","2022-02-11 11:00:00 SS/UYO/SB/091/FF","Experimental",NA
"613","2022-02-11 11:00:00 SS/UYO/SB/095/FF","Experimental",NA
"614","2022-02-11 12:15:00 SS/MAY/SB/014/FF","Control",NA
"615","2022-02-11 12:18:00 SS/MAY/SB/043/FF","Experimental",NA
"616","2022-02-11 12:30:00 SS/MAY/SB/019/FF","Control",NA
"617","2022-02-11 12:32:00 SS/MAY/SB/026/FF","Experimental",NA
"618","2022-02-11 12:32:00 SS/MAY/SB/027/FF","Control",1.37969037552002
"619","2022-02-11 12:32:00 SS/MAY/SB/027/FF","Experimental",NA
"620","2022-02-11 12:37:00 SS/MAY/SB/035/FF","Control",NA
"621","2022-02-11 12:45:00 SS/MAY/SB/066/FF","Control",NA
"622","2022-02-11 12:47:00 SS/MAY/SB/077/FF","Control",NA
"623","2022-02-11 12:49:00 SS/MAY/SB/033/FF","Control",NA
"624","2022-02-11 13:20:00 SS/MAY/SB/010/FF","Experimental",NA
"625","2022-02-13 12:16:00 SS/MAY/SB/014/FF","Control",NA
"626","2022-02-13 12:22:00 SS/MAY/SB/033/FF","Control",1.61933644453052
"627","2022-02-13 12:22:00 SS/MAY/SB/033/FF","Experimental",NA
"628","2022-02-13 12:39:00 SS/MAY/SB/019/FF","Control",NA
"629","2022-02-13 12:40:00 SS/MAY/SB/076/FF","Control",2.62348433738803
"630","2022-02-13 12:53:00 SS/MAY/SB/035/FF","Control",NA
"631","2022-02-13 12:53:00 SS/MAY/SB/035/FF","Experimental",NA
"632","2022-02-13 13:40:00 SS/MAY/SB/033/FF","Control",1.61933644453052
"633","2022-02-13 13:50:00 SS/MAY/SB/066/FF","Control",2.73744137251859
"634","2022-02-13 13:53:00 SS/MAY/SB/043/FF","Control",NA
"635","2022-02-14 13:00:00 SS/UYO/SB/089/FF","Control",1.11288147005006
"636","2022-02-15 12:46:00 SS/MAY/SB/036/FF","Control",NA
"637","2022-02-15 12:49:00 SS/MAY/SB/045/FF","Control",2.89215026564894
"638","2022-02-15 12:49:00 SS/MAY/SB/045/FF","Experimental",NA
"639","2022-02-15 13:13:00 SS/MAY/SB/074/FF","Experimental",2.10201522436899
"640","2022-02-15 15:12:00 SS/MAY/SB/066/FF","Control",NA
"641","2022-02-16 12:43:00 SS/MAY/SB/027/FF","Control",NA
"642","2022-02-16 12:43:00 SS/MAY/SB/027/FF","Experimental",NA
"643","2022-02-16 13:51:00 SS/MAY/SB/015/FF","Experimental",NA
"644","2022-02-16 13:52:00 SS/MAY/SB/070/FF","Experimental",NA
"645","2022-02-17 12:11:00 SS/MAY/SB/013/FF","Experimental",2.03101050550254
"646","2022-02-17 12:11:00 SS/MAY/SB/077/FF","Control",NA
"647","2022-02-17 12:30:00 SS/MAY/SB/034/FF","Control",NA
"648","2022-02-17 12:38:00 SS/MAY/SB/072/FF","Control",NA
"649","2022-02-17 12:47:00 SS/MAY/SB/011/FF","Control",NA
"650","2022-02-17 12:47:00 SS/MAY/SB/031/FF","Control",NA
"651","2022-02-17 13:38:00 SS/MAY/SB/006/FF","Control",NA
"652","2022-02-17 13:44:00 SS/MAY/SB/066/FF","Control",NA
"653","2022-02-17 13:44:00 SS/MAY/SB/066/FF","Experimental",2.89215026564894
"654","2022-02-17 13:44:00 SS/MAY/SB/068/FF","Control",2.42906800293166
"655","2022-02-17 13:48:00 SS/MAY/SB/033/FF","Control",NA
"656","2022-03-07 00:05:00 SS/UYO/SB/090/FF","Control",0.927401225041718
"657","2022-03-07 00:05:00 SS/UYO/SB/093/FF","Experimental",NA
"658","2022-03-07 00:05:00 SS/UYO/SB/100/FF","Control",NA
"659","2022-03-07 00:05:00 SS/UYO/SB/100/FF","Experimental",1.96565770192449
"660","2022-03-28 00:05:00 SS/UYO/SB/088/FF","Experimental",1.14663365945595
"661","2022-03-28 00:05:00 SS/UYO/SB/090/FF","Control",NA
"662","2022-03-28 00:05:00 SS/UYO/SB/091/FF","Control",NA
"663","2022-03-28 00:05:00 SS/UYO/SB/094/FF","Control",1.11288147005006
"664","2022-03-28 00:05:00 SS/UYO/SB/100/FF","Control",1.85480245008344
"665","2022-04-01 12:57:00 SS/MAY/SB/015/FF","Experimental",NA
"666","2022-04-01 12:58:00 SS/MAY/SB/030/FF","Experimental",NA
"667","2022-04-01 12:59:00 SS/MAY/SB/028/FF","Experimental",NA
"668","2022-04-04 05:30:00 SS/UYO/SB/089/FF","Control",NA
"669","2022-04-04 12:37:00 SS/MAY/SB/027/FF","Experimental",NA
"670","2022-04-04 12:51:00 SS/MAY/SB/035/FF","Experimental",NA
"671","2022-04-04 12:57:00 SS/MAY/SB/017/FF","Experimental",NA
"672","2022-04-04 15:30:00 SS/UYO/SB/095/FF","Control",0.556440735025031
"673","2022-04-04 15:30:00 SS/UYO/SB/100/FF","Experimental",1.96565770192449
"674","2022-04-06 16:30:00 SS/UYO/SB/092/FF","Experimental",0.691425503134116
"675","2022-04-07 12:52:00 SS/MAY/SB/002/FF","Control",NA
"676","2022-04-07 12:52:00 SS/MAY/SB/015/FF","Experimental",NA
"677","2022-04-07 12:53:00 SS/MAY/SB/058/FF","Experimental",NA
"678","2022-04-07 12:55:00 SS/MAY/SB/065/FF","Experimental",NA
"679","2022-04-07 12:57:00 SS/MAY/SB/082/FF","Experimental",NA
"680","2022-04-07 12:58:00 SS/MAY/SB/070/FF","Experimental",NA
"681","2022-04-09 13:04:00 SS/MAY/SB/028/FF","Experimental",NA
"682","2022-04-11 12:17:00 SS/MAY/SB/033/FF","Control",NA
"683","2022-04-11 12:37:00 SS/MAY/SB/026/FF","Control",NA
"684","2022-04-11 12:52:00 SS/MAY/SB/070/FF","Experimental",NA
"685","2022-04-11 12:54:00 SS/MAY/SB/082/FF","Experimental",NA
"686","2022-04-11 12:57:00 SS/MAY/SB/025/FF","Experimental",NA
"687","2022-04-14 09:00:00 SS/UYO/SB/089/FF","Experimental",0.838448344497878
"688","2022-04-14 12:59:00 SS/MAY/SB/028/FF","Experimental",NA
"689","2022-04-18 11:00:00 SS/UYO/SB/085/FF","Control",NA
"690","2022-04-18 11:00:00 SS/UYO/SB/085/FF","Experimental",0.819024042468536
"691","2022-04-18 11:00:00 SS/UYO/SB/088/FF","Control",NA
"692","2022-04-18 11:00:00 SS/UYO/SB/091/FF","Control",2.2932673189119
"693","2022-04-18 11:00:00 SS/UYO/SB/091/FF","Experimental",NA
"694","2022-04-18 11:00:00 SS/UYO/SB/099/FF","Control",1.47424327644337
"695","2022-04-18 11:00:00 SS/UYO/SB/100/FF","Experimental",2.12946251041819
"696","2022-04-18 12:43:00 SS/MAY/SB/043/FF","Control",NA
"697","2022-04-18 12:43:00 SS/MAY/SB/065/FF","Experimental",NA
"698","2022-04-18 12:50:00 SS/MAY/SB/042/FF","Control",1.35400700366836
"699","2022-04-19 11:30:00 SS/MAY/SB/039/FF","Control",NA
"700","2022-04-19 11:30:00 SS/UYO/SB/085/FF","Control",NA
"701","2022-04-19 11:30:00 SS/UYO/SB/091/FF","Control",4.45152588020025
"702","2022-04-19 11:30:00 SS/UYO/SB/092/FF","Experimental",0.819024042468536
"703","2022-04-19 11:30:00 SS/UYO/SB/100/FF","Experimental",2.2932673189119
"704","2022-04-19 13:00:00 SS/UYO/SB/091/FF","Control",4.45152588020025
"705","2022-04-20 00:05:00 SS/UYO/SB/071/FF","Control",NA
"706","2022-04-20 00:05:00 SS/UYO/SB/085/FF","Control",1.01012521827625
"707","2022-04-20 00:05:00 SS/UYO/SB/085/FF","Experimental",NA
"708","2022-04-20 00:05:00 SS/UYO/SB/088/FF","Control",0.927401225041718
"709","2022-04-20 00:05:00 SS/UYO/SB/091/FF","Control",2.86492766835969
"710","2022-04-20 00:05:00 SS/UYO/SB/100/FF","Control",1.96565770192449
"711","2022-04-21 12:43:00 SS/MAY/SB/042/FF","Experimental",NA
"712","2022-04-21 12:50:00 SS/MAY/SB/033/FF","Experimental",NA
"713","2022-04-21 12:52:00 SS/MAY/SB/035/FF","Experimental",NA
"714","2022-04-21 13:22:00 SS/MAY/SB/028/FF","Experimental",NA
"715","2022-04-25 07:00:00 SS/UYO/SB/039/FF","Control",0.84177101523021
"716","2022-04-25 07:00:00 SS/UYO/SB/086/FF","Control",1.36977597258892
"717","2022-04-25 07:00:00 SS/UYO/SB/088/FF","Experimental",NA
"718","2022-04-25 07:00:00 SS/UYO/SB/090/FF","Control",0.556440735025031
"719","2022-04-25 07:00:00 SS/UYO/SB/091/FF","Experimental",NA
"720","2022-04-25 07:00:00 SS/UYO/SB/100/FF","Control",2.79482781499293
"721","2022-04-25 07:00:00 SS/UYO/SB/100/FF","Experimental",NA
"722","2022-04-26 07:30:00 SS/UYO/SB/039/FF","Control",0.84177101523021
"723","2022-04-26 07:30:00 SS/UYO/SB/071/FF","Experimental",0.819024042468536
"724","2022-04-26 07:30:00 SS/UYO/SB/088/FF","Control",1.63804808493707
"725","2022-04-26 07:30:00 SS/UYO/SB/088/FF","Experimental",NA
"726","2022-04-26 07:30:00 SS/UYO/SB/089/FF","Control",1.11288147005006
"727","2022-04-26 07:30:00 SS/UYO/SB/091/FF","Control",2.59672343011681
"728","2022-04-26 07:30:00 SS/UYO/SB/092/FF","Experimental",1.31043846794966
"729","2022-04-26 07:30:00 SS/UYO/SB/095/FF","Control",NA
"730","2022-04-26 07:30:00 SS/UYO/SB/100/FF","Control",NA
"731","2022-04-26 07:30:00 SS/UYO/SB/100/FF","Experimental",1.96565770192449
"732","2022-04-27 08:00:00 SS/UYO/SB/039/FF","Control",0.925948116753231
"733","2022-04-27 08:00:00 SS/UYO/SB/085/FF","Control",NA
"734","2022-04-27 08:00:00 SS/UYO/SB/088/FF","Experimental",2.10201522436899
"735","2022-04-27 08:00:00 SS/UYO/SB/090/FF","Control",0.84177101523021
"736","2022-04-27 08:00:00 SS/UYO/SB/092/FF","Experimental",NA
"737","2022-04-27 08:00:00 SS/UYO/SB/094/FF","Control",NA
